CLASS HABITAT-TYPE-GROUP
NAME B3
HABITAT-TYPES 250:280:281:283:292
CLIMAX-SPECIES DF:PP
SERAL-SPECIES DF:PP:LP:CW:ES
END

CLASS ALL-VEG-TYPES
553
NS,NS,1,1,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:UPLAND-GRASSES/CLOSED-HERB/1:0,L-DF-GF:24:250:LATE-SERAL:11:268:WP:12:144:DF-PP-GF:19:267:CW:11:235:L:9:231:L-DF-LP:9:241:PP-DF:5:213:L-PP:2:197:DF-PP-LP:2:124:DF-PP:2:170:NS:167:43:L-LP-GF:13:269:DF-RRWP-GF:18:260:QA:12:235:RRWP:9:151:ES:18:220:L-GF:12:227:DF-GF:35:325:L-DF:11:234:PP:2:148:L-LP:8:229:DF-LP:4:279:L-PP-LP:12:169:PF:10:226:L-DF-PP:4:195:DF-RRWP:33:254:DF-WP:14:247:AGR:301:298:DF-WP-GF:17:256:EARLY-SERAL:11:276:GF:10:239:ES-LP:21:235:DF:1:131:LP:19:245
PP-DF,MMU,2,3,LIGHT-SEVERITY-FIRE:PP-DF/LARGE/2:0:SEVERE-WSBW:PP-DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:LIGHT-WSBW:PP-DF/LMU/3:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:SUCCESSION:PP-DF/LMU/3:0,PP-DF:465:160
LP,MEDIUM,5,3,LIGHT-SEVERITY-FIRE:LP/LTS5/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/LARGE/2:0:SUCCESSION:LP/LTS/3:0:SEVERE-LP-MPB:LP/MEDIUM/2:0:LIGHT-LP-MPB:LP/MEDIUM/3:0,LP:355:190
ES-LP,POLE,1,4,LIGHT-SEVERITY-FIRE:ES-LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:LP/PTS/2:0:MIXED-SEVERITY-FIRE:LP/POLE/3:0:SUCCESSION:ES-LP/POLE2/4:0,ES-LP:135:280
ES-LP,POLE,1,3,LIGHT-SEVERITY-FIRE:ES-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:LP/PTS/2:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:ES-LP/POLE2/3:0,ES-LP:135:150
ES-LP,POLE,1,2,LIGHT-SEVERITY-FIRE:ES-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:LP/PTS/2:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:ES-LP/POLE2/2:0,ES-LP:135:20
PP,VLMU,1,4,LIGHT-SEVERITY-FIRE:PP/VLMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LMU/2:0:SUCCESSION:PP/VLMU/4:0,PP:955:280
PP,VLMU,1,3,LIGHT-SEVERITY-FIRE:PP/VLMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LMU/2:0:SUCCESSION:PP/VLMU/4:0,PP:955:150
DF-LP,LMU,6,4,LIGHT-SEVERITY-FIRE:DF-LP/LARGE/3:0:SEVERE-WSBW:DF-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/LMU7/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF-LP/LMU/3:0:SUCCESSION:DF-LP/LMU7/4:0:SEVERE-LP-MPB:DF-LP/LMU/3:0:LIGHT-LP-MPB:DF-LP/LMU/3:0,DF-LP:740:330
PP,VLMU,1,2,LIGHT-SEVERITY-FIRE:PP/VLMU/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LMU/2:0:SUCCESSION:PP/VLMU/3:0,PP:955:20
MESIC-SHRUBS,OPEN-LOW-SHRUB,1,1,LIGHT-SEVERITY-FIRE:MESIC-SHRUBS/OPEN-LOW-SHRUB/1:0:STAND-REPLACING-FIRE:MESIC-SHRUBS/OPEN-LOW-SHRUB/1:0:MIXED-SEVERITY-FIRE:MESIC-SHRUBS/OPEN-LOW-SHRUB/1:0:SUCCESSION:MESIC-SHRUBS/OPEN-TALL-SHRUB/1:0,NF:98:99:NS:276:186:MESIC-SHRUBS:182:20
LP,POLE,1,4,LIGHT-SEVERITY-FIRE:LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:LP/POLE2/4:0,LP:135:280
LP,POLE,1,3,LIGHT-SEVERITY-FIRE:LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:LP/POLE2/3:0,DF-LP:106:203:LP:135:150:ES-LP:123:217
LP,POLE,1,2,LIGHT-SEVERITY-FIRE:LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:LP/PTS/3:0,DF-LP:122:103:LP:135:20:ES-LP:136:88
DF-LP,MTS,1,4,LIGHT-SEVERITY-FIRE:DF-LP/MEDIUM/2:0:SEVERE-WSBW:DF-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/MMU/4:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF-LP/MMU/4:0,DF-LP:380:280
DF-LP,MTS,1,3,LIGHT-SEVERITY-FIRE:DF-LP/MEDIUM/2:0:SEVERE-WSBW:DF-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/MMU/3:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF-LP/MMU/3:0,DF-LP:380:150
DF-LP,MTS,1,2,LIGHT-SEVERITY-FIRE:DF-LP/MEDIUM/2:0:SEVERE-WSBW:DF-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/MMU/3:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF-LP/MMU/3:0,DF-LP:380:20
PP-DF,SS,2,4,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:PP-DF/SS3/4:0,PP-DF:50:290
PP-DF,SS,2,3,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:PP-DF/SS3/3:0,PP-DF:50:160
PP-DF,SS,2,2,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:PP-DF/SS3/2:0,PP-DF:50:30
ES-LP,MEDIUM,7,4,LIGHT-SEVERITY-FIRE:LP/MEDIUM/3:0:SEVERE-WSBW:ES/MEDIUM/4:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:LP/MTS/2:0:LIGHT-WSBW:ES/MMU/4:0:MIXED-SEVERITY-FIRE:LP/MEDIUM/2:0:SUCCESSION:ES/MEDIUM/4:0:SEVERE-LP-MPB:ES/MEDIUM/3:0:LIGHT-LP-MPB:ES/MEDIUM/3:0,ES-LP:375:340
DF,LMU,6,4,LIGHT-SEVERITY-FIRE:DF/LTS/2:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/VLMU/3:0:LIGHT-WSBW:DF/VLMU/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/VLMU/3:0:SUCCESSION:DF/VLMU/4:0,L-DF:862:398:DF-LP:843:393:DF:740:330:LP:940:379:PP-DF:836:430
DF,LMU,6,3,LIGHT-SEVERITY-FIRE:DF/LTS/2:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/LMU/2:0:LIGHT-WSBW:DF/LMU7/3:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/LMU/2:0:SUCCESSION:DF/LMU7/3:0,DF-LP:825:238:DF:740:200:LP:941:212:DF-GF:870:485:PP-DF:830:277
CW,POLE,1,4,LIGHT-SEVERITY-FIRE:CW/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/3:0:SUCCESSION:CW/POLE2/4:0,CW:135:280
CW,POLE,1,3,LIGHT-SEVERITY-FIRE:CW/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/3:0:SUCCESSION:CW/POLE2/4:0,CW:135:150
CW,POLE,1,2,LIGHT-SEVERITY-FIRE:CW/LMU/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/2:0:SUCCESSION:CW/POLE2/3:0,CW:135:20
ES,MEDIUM,1,4,LIGHT-SEVERITY-FIRE:ES/MEDIUM/2:0:SEVERE-WSBW:ES/MEDIUM/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:LIGHT-WSBW:ES/MMU/4:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES/MMU/4:0,ES-LP:323:476:ES:315:280
ES,MEDIUM,1,3,LIGHT-SEVERITY-FIRE:ES/MEDIUM/2:0:SEVERE-WSBW:ES/MEDIUM/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:LIGHT-WSBW:ES/MMU/3:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES/MMU/3:0,ES-LP:306:270:ES:315:150
ES,MEDIUM,1,2,LIGHT-SEVERITY-FIRE:ES/LMU/2:0:SEVERE-WSBW:ES/MEDIUM/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:LIGHT-WSBW:ES/MMU/3:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES/MMU/3:0,ES-LP:306:113:ES:315:20
ES-LP,MTS,6,4,LIGHT-SEVERITY-FIRE:ES-LP/LARGE/2:0:SEVERE-WSBW:ES-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:LIGHT-WSBW:ES-LP/LTS/4:0:MIXED-SEVERITY-FIRE:LP/MEDIUM/2:0:SUCCESSION:ES-LP/LTS/4:0:SEVERE-LP-MPB:ES-LP/LTS/3:0:LIGHT-LP-MPB:ES-LP/LTS/3:0,ES-LP:430:330
LP,POLE,6,4,LIGHT-SEVERITY-FIRE:LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:LP/POLE7/4:0,LP:185:330
PP,LMU,6,4,LIGHT-SEVERITY-FIRE:PP/LMU7/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LMU6/2:0:SUCCESSION:PP/LMU7/4:0,PP:740:330
PP,LMU,6,3,LIGHT-SEVERITY-FIRE:PP/LMU7/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LMU6/2:0:SUCCESSION:PP/LMU7/3:0,PP-DF:752:203:PP:740:200
PP,LMU,6,2,LIGHT-SEVERITY-FIRE:PP/LMU7/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LMU6/2:0:SUCCESSION:PP-DF/LMU/3:0,PP:740:70
DF-LP,PTS,4,4,LIGHT-SEVERITY-FIRE:DF-LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/PTS/2:0:MIXED-SEVERITY-FIRE:DF-LP/POLE/2:0:SUCCESSION:DF-LP/PTS5/4:0,DF-LP:210:310
DF-LP,PTS,4,3,LIGHT-SEVERITY-FIRE:DF-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/PTS/2:0:MIXED-SEVERITY-FIRE:DF-LP/POLE/2:0:SUCCESSION:DF-LP/PTS5/3:0,DF-LP:210:180
PP,LARGE,1,4,LIGHT-SEVERITY-FIRE:PP/LTS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LARGE/2:0:SUCCESSION:PP/LTS/4:0,PP:530:280
PP,LARGE,1,3,LIGHT-SEVERITY-FIRE:PP/LTS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LTS/2:0:PP-MPB:PP/LARGE/2:0:SUCCESSION:PP-DF/LTS/3:0,DF-PP:422:143:PP-DF:439:232:PP:530:150
PP,LARGE,1,2,LIGHT-SEVERITY-FIRE:PP/LTS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LTS/2:0:PP-MPB:PP/LARGE/2:0:SUCCESSION:PP-DF/LTS/3:0,PP:530:20:ES-LP:523:83:QA-MC:596:101:CW-MC:683:103:PP-DF:401:12:QA:673:113:DF-LP:532:87:DF-PP:391:5
PP-DF,MTS,1,4,LIGHT-SEVERITY-FIRE:PP-DF/MEDIUM/2:0:SEVERE-WSBW:PP-DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:LIGHT-WSBW:PP-DF/MMU/4:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:PP-MPB:DF/MEDIUM/2:0:SUCCESSION:PP-DF/MMU/4:0,PP-DF:380:280
QA-MC,LARGE,2,4,LIGHT-SEVERITY-FIRE:QA/SS/3:0:STAND-REPLACING-FIRE:QA/SS/3:0:MIXED-SEVERITY-FIRE:QA/SS/3:0:DF-BEETLE:PP/LARGE/2:0:SUCCESSION:PP-DF/LARGE/4:0,QA:704:378:QA-MC:540:290
DF,PTS,1,4,LIGHT-SEVERITY-FIRE:DF/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/PTS/3:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF/PTS2/4:0,DF:180:280:DF-WP:205:409
PP-DF,MTS,1,3,LIGHT-SEVERITY-FIRE:PP-DF/MEDIUM/2:0:SEVERE-WSBW:PP-DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:LIGHT-WSBW:PP-DF/MMU/3:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:PP-MPB:DF/MEDIUM/2:0:SUCCESSION:PP-DF/MMU/3:0,PP-DF:380:150
QA-MC,LARGE,2,3,LIGHT-SEVERITY-FIRE:QA/SS/3:0:STAND-REPLACING-FIRE:QA/SS/3:0:MIXED-SEVERITY-FIRE:QA/SS/3:0:DF-BEETLE:PP/LARGE/2:0:SUCCESSION:PP-DF/LARGE/4:0,QA:695:234:QA-MC:540:160
DF,PTS,1,3,LIGHT-SEVERITY-FIRE:DF/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/PTS/2:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF/PTS2/3:0,DF:180:150:DF-WP:189:238
PP-DF,MTS,1,2,LIGHT-SEVERITY-FIRE:PP-DF/MEDIUM/2:0:SEVERE-WSBW:PP-DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:LIGHT-WSBW:PP-DF/MMU/3:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:PP-MPB:DF/MEDIUM/2:0:SUCCESSION:PP-DF/MMU/3:0,PP-DF:380:20
QA-MC,LARGE,2,2,LIGHT-SEVERITY-FIRE:QA/SS/2:0:STAND-REPLACING-FIRE:QA/SS/2:0:MIXED-SEVERITY-FIRE:QA/SS/2:0:DF-BEETLE:PP/LARGE/2:0:SUCCESSION:PP-DF/LARGE/3:0,QA-MC:540:30
DF,PTS,1,2,LIGHT-SEVERITY-FIRE:DF/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/PTS/2:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF/PTS2/2:0,DF:180:20:DF-WP:191:90
LP,PTS,5,3,LIGHT-SEVERITY-FIRE:LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:LP/PTS6/3:0,LP:220:190
DF-LP,LMU,1,4,LIGHT-SEVERITY-FIRE:DF-LP/LARGE/3:0:SEVERE-WSBW:DF-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/LMU2/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF-LP/LMU/2:0:SUCCESSION:DF-LP/LMU2/4:0:SEVERE-LP-MPB:DF-LP/LMU/3:0:LIGHT-LP-MPB:DF-LP/LMU/3:0,DF-LP:690:280
DF-LP,LMU,1,3,LIGHT-SEVERITY-FIRE:DF-LP/LARGE/3:0:SEVERE-WSBW:DF-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/LMU/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF-LP/LMU/2:0:SUCCESSION:DF-LP/LMU/4:0:SEVERE-LP-MPB:DF-LP/LMU/2:0:LIGHT-LP-MPB:DF-LP/LMU/2:0,DF-LP:690:150:LP:798:289
DF,LTS,1,4,LIGHT-SEVERITY-FIRE:DF/LTS/3:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/LMU/3:0:LIGHT-WSBW:DF/LMU/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/LMU/3:0:SUCCESSION:DF/LMU/4:0,DF:610:280
DF-LP,LMU,1,2,LIGHT-SEVERITY-FIRE:DF-LP/LARGE/3:0:SEVERE-WSBW:DF-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/LMU/3:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF-LP/LMU/2:0:SUCCESSION:DF-LP/LMU/3:0:SEVERE-LP-MPB:DF-LP/LMU/2:0:LIGHT-LP-MPB:DF-LP/LMU/2:0,DF-LP:690:20
DF,LTS,1,3,LIGHT-SEVERITY-FIRE:DF/LTS/2:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/LMU/2:0:LIGHT-WSBW:DF/LMU/3:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/LMU/2:0:SUCCESSION:DF/LMU/3:0,DF:610:150
DF,LTS,1,2,LIGHT-SEVERITY-FIRE:DF/LTS/2:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/LMU/2:0:LIGHT-WSBW:DF/LMU/3:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/LMU/2:0:SUCCESSION:DF/LMU/3:0,DF:610:20:PP-DF:488:69
LP,LTS,4,3,LIGHT-SEVERITY-FIRE:LP/LTS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/LARGE/2:0:SUCCESSION:LP/LTS5/3:0:SEVERE-LP-MPB:LP/MEDIUM/2:0:LIGHT-LP-MPB:LP/LTS/2:0,LP:640:180
CW-MC,SS,2,4,LIGHT-SEVERITY-FIRE:CW/SS/3:0:STAND-REPLACING-FIRE:CW/SS/3:0:MIXED-SEVERITY-FIRE:CW/SS/3:0:SUCCESSION:CW-MC/POLE/4:0,CW-MC:50:290
CW-MC,SS,2,3,LIGHT-SEVERITY-FIRE:CW/SS/3:0:STAND-REPLACING-FIRE:CW/SS/3:0:MIXED-SEVERITY-FIRE:CW/SS/3:0:SUCCESSION:CW-MC/POLE/4:0,CW-MC:50:160
CW-MC,SS,2,2,LIGHT-SEVERITY-FIRE:CW/SS/2:0:STAND-REPLACING-FIRE:CW/SS/2:0:MIXED-SEVERITY-FIRE:CW/SS/2:0:SUCCESSION:CW-MC/POLE/3:0,CW-MC:50:30
ES,SS,2,4,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES/SS3/4:0,ES:50:290
ES,SS,2,3,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES/SS3/3:0,ES:50:160
ES,SS,2,2,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES/SS3/2:0,ES:50:30
MESIC-SHRUBS,OPEN-MID-SHRUB,1,1,LIGHT-SEVERITY-FIRE:MESIC-SHRUBS/CLOSED-LOW-SHRUB/1:0:STAND-REPLACING-FIRE:MESIC-SHRUBS/CLOSED-LOW-SHRUB/1:0:MIXED-SEVERITY-FIRE:MESIC-SHRUBS/CLOSED-LOW-SHRUB/1:0:SUCCESSION:MESIC-SHRUBS/OPEN-TALL-SHRUB/1:0,NF:98:99:NS:276:186:MESIC-SHRUBS:164:84
DF-LP,SS,3,4,LIGHT-SEVERITY-FIRE:DF-LP/SS3/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:DF/SS3/2:0:SUCCESSION:DF-LP/SS4/4:0,DF-LP:60:300
DF-LP,SS,3,3,LIGHT-SEVERITY-FIRE:DF-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF-LP/PTS/3:0,DF-LP:60:170
DF-LP,SS,3,2,LIGHT-SEVERITY-FIRE:DF-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF-LP/PTS/3:0,DF-LP:60:40
CW-MC,LARGE,1,4,LIGHT-SEVERITY-FIRE:PP-DF/SS/3:0:STAND-REPLACING-FIRE:CW-MC/SS/3:0:MIXED-SEVERITY-FIRE:PP-DF/SS/3:0:SUCCESSION:CW-MC/LARGE2/4:0,CW-MC:530:280
CW-MC,LARGE,1,3,LIGHT-SEVERITY-FIRE:PP-DF/SS/3:0:STAND-REPLACING-FIRE:CW-MC/SS/3:0:MIXED-SEVERITY-FIRE:PP-DF/SS/3:0:SUCCESSION:CW-MC/LARGE2/4:0,CW-MC:530:150
CW-MC,LARGE,1,2,LIGHT-SEVERITY-FIRE:PP-DF/SS/2:0:STAND-REPLACING-FIRE:CW-MC/SS/2:0:MIXED-SEVERITY-FIRE:PP-DF/SS/2:0:SUCCESSION:CW-MC/LARGE2/3:0,CW-MC:530:20
LP,SS,1,4,LIGHT-SEVERITY-FIRE:LP/SS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/SS/2:0:SUCCESSION:LP/SS2/4:0,LP:40:280
LP,SS,1,3,LIGHT-SEVERITY-FIRE:LP/SS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/SS/2:0:SUCCESSION:LP/SS2/3:0,LP:40:150
LP,SS,1,2,LIGHT-SEVERITY-FIRE:LP/SS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/SS/2:0:SUCCESSION:LP/SS2/2:0,LP:40:20:ES-LP:7:50
